,popt
a,0.9547775386172506
b,-1.5767425897532437
c,0.39058074719728464
d,2.736670561010607
e,-1.1006814226613122
f,-0.7325309515069467
g,-1.6314538081927799
h,-0.2847782428522812
i,1.083582842655658
j,0.17980957094968464
