"1,23E-10","-2,06E-07","1,28E-04","-1,74E-02","-1,68E-08","2,46E-05","-1,25E-02","4,30E+00"
"7,25E-11","-8,63E-08","2,70E-05","-1,16E-03","-1,75E-08","2,58E-05","-1,29E-02","4,29E+00"
"3,25E-11","-2,08E-08","-1,58E-05","2,40E-03","-1,97E-08","2,90E-05","-1,43E-02","4,50E+00"
